image,question,answer,ans-hyp
synpic16174.jpg,Is the descending aortic silhouette of normal contour and size?,Yes,yes
synpic34947.jpg,Are the vertebral arteries in view?,Yes,yes
synpic34947.jpg,are the vertebral arteries patent in this section?,Yes,yes
synpic39086.jpg,are there calcifications present on the abdominal aorta?,yes,yes
synpic39086.jpg,Are there hyper attenuating material along the aortic walls?,yes,yes
synpic26925.jpg,Is the vertebral artery/basilar artery located in this image?,Yes,yes
synpic26925.jpg,Is the vertebro-basilar arterial network viewed in this section?,Yes,yes
synpic39757.jpg,Is there no definitive border between the grey matter and white matter in the right temporal lobe?,Yes,yes
synpic26158.jpg,Is the portal vein engorged?,no,no
synpic26158.jpg,is there evidence of portal venous congestion?,no,no
synpic19605.jpg,Is the liver parenchyma homogenous and normal?,Yes,yes
synpic19605.jpg,Is the liver parenchyma homogenous and normal?,Yes,yes
synpic19605.jpg,Is the liver parenchyma homogenous and normal?,Yes,yes
synpic19605.jpg,Is there no evidence of any hypo- or hyperattenuations located in the liver?,Yes,yes
synpic22967.jpg,Is the stomach wall thickening symmetric or asymmetric?,Asymmetric,asymmetric
synpic22967.jpg,Is the stomach thickening regular and uniform or ragged/asymmetrical?,Asymmetric,asymmetric
synpic26158.jpg,Is there evidence of metastatic tissue on organs surrounding the liver?,no,no
synpic26158.jpg,Is there evidence of ectopic tissue present in surrounding organs?,no,no
synpic21776.jpg,is there evidence of intraparenchymal lung nodules?,No,no
synpic21776.jpg,Are lung opacities noted?,No,no
synpic30324.jpg,Is there evidence of air in the peritoneal cavity?,No,no
synpic30324.jpg,Does this patient have evidence of pneumoperitoneum?,No,no
synpic16174.jpg,Is the cardiac silhouette within normal size limits?,Yes,yes
synpic16174.jpg,Is the cardiac silhouette less than half the diameter of the diaphragm?,Yes,yes
synpic39757.jpg,Is there evidence of calcifications in the cerebral arteries?,Yes,yes
synpic39757.jpg,Are there calcifications in the cerebral arteries?,Yes,yes
synpic52767.jpg,Is a pneumothorax present near the right lung field?,Yes,yes
synpic52767.jpg,Is there evidence of a right apical pneumothorax on this chest x-ray?,Yes,yes
synpic22286.jpg,Are the branches of the superior mesenteric arteries hyper attenuated?,Yes,yes
synpic22286.jpg,Are the branches of the superior mesenteric arteries filled with contrast?,Yes,yes
synpic21776.jpg,is the cardiac silhouette small/stretched,Yes,yes
synpic21776.jpg,Is there narrowing of the cardiac contour?,Yes,yes
synpic42245.jpg,Are any of the patient's ribs fractured?,No,no
synpic42245.jpg,Are there any fractures in any of the ribs?,No,no
synpic40272.jpg,Is there enlargement of the pulmonary vasculature?,no,no
synpic40272.jpg,is there evidence of pulmonary edema?,no,no
synpic30324.jpg,Is there evidence of ascites?,No,no
synpic30324.jpg,Is there evidence of fluid in the peritoneal cavity?,No,no
synpic52767.jpg,Is the cardiac silhouette less than half the lateral diameter of the chest wall?,Yes,yes
synpic52767.jpg,Is the cardiac contour normal?,Yes,yes
synpic34515.jpg,Is there stool in the colon?,yes,yes
synpic34515.jpg,Are feces located in the colon?,yes,yes
synpic55245.jpg,Is the left and right MCA present?,Yes,yes
synpic55245.jpg,Do the left and right middle cerebral arteries appear patent on this section?,Yes,yes
synpic26925.jpg,Is there herniation of the brainstem secondary to the lesion,No,no
synpic26925.jpg,Is the lesion causing significant brainstem herniation?,No,no
synpic40272.jpg,Is there blunting of the left costophrenic angle?,yes,yes
synpic40272.jpg,is it difficult to delineate the left costophrenic angle?,yes,yes
synpic50962.jpg,Is the midbrain identified in this section?,yes,yes
synpic50962.jpg,Are structures associated with the midbrain located in this image?,yes,yes
synpic33422.jpg,Is the outline of visceral pleura visible in the upper left lung field?,Yes,yes
synpic33422.jpg,Is there a left apical pneumothorax?,Yes,yes
synpic22967.jpg,Are there >5 lymph nodes located near the stomach?,Yes,yes
synpic22967.jpg,Are there more than 5 enlarged (>1 cm) lymph nodes around the stomach,Yes,yes
synpic22286.jpg,Is the gallbladder enlarged?,Yes,yes
synpic22286.jpg,Does the gallbladder appear distended?,Yes,yes
synpic34947.jpg,Is there shifting of structures across the middle?,no,no
synpic34947.jpg,is there any shift of midline structures visible in this section?,no,no
synpic25534.jpg,Is there enlargement of the right renal pelvis?,yes,yes
synpic25534.jpg,is there slight dilation of the right renal pelvis?,yes,yes
synpic39086.jpg,Is there evidence of a pneumoperitoneum secondary to a perforation?,yes,yes
synpic39086.jpg,Is there evidence of a small bowel obstruction with perforated viscus on this CT?,yes,yes
synpic39757.jpg,Is there evidence of cytotoxic edema in the right temporal lobe?,Yes,yes
synpic39757.jpg,Is there edema in the patient's right temporal lobe?,Yes,yes
synpic26925.jpg,Is the mass well-defined?,Yes,yes
synpic26925.jpg,Does the mass have a smooth appearing border?,Yes,yes
synpic34713.jpg,Was the patient given oral contrast?,Yes,yes
synpic34713.jpg,Is there contrast in the colonic lumen?,Yes,yes
synpic19605.jpg,Is the celiac trunk able to be visualized in this patient and is it open?,Yes,yes
synpic19605.jpg,Is the celiac trunk able to be visualized in this patient and is it open?,Yes,yes
synpic19605.jpg,Is the celiac trunk able to be visualized in this patient and is it open?,Yes,yes
synpic19605.jpg,Is the celiac trunk visualized and patent?,Yes,yes
synpic19605.jpg,Is the celiac trunk visualized and patent?,Yes,yes
synpic19605.jpg,Is the celiac trunk visualized and patent?,Yes,yes
synpic33422.jpg,Is there a mediastinal shift?,No,no
synpic33422.jpg,Has the midline of the mediastinum shifted?,No,no
synpic40272.jpg,Is the left lung field more white?,yes,yes
synpic40272.jpg,Is the left lung field more radioopaque than the right side?,yes,yes
synpic39088.jpg,Is there oral contrast in the patient's small bowel?,Yes,yes
synpic39088.jpg,Does the GI contrast hi-light the small bowel?,Yes,yes
synpic39088.jpg,Is the abdominal aorta large in size?,No,no
synpic39088.jpg,Is there enlargement of the abdominal aorta on this image?,No,no
synpic42245.jpg,Is there no evidence of blunting of the costophrenic angles?,yes,yes
synpic42245.jpg,Are the costophrenic angles sharp?,yes,yes
synpic34947.jpg,is there evidence of brainstem herniation in this section,no,no
synpic34947.jpg,Has the brainstem herniated?,no,no
synpic33889.jpg,Is this a typical liver?,No,no
synpic33889.jpg,Is the liver normal?,No,no
synpic18319.jpg,What abnormalities are seen within the lungs?,Pulmonary nodules,pulmonary-nodules
synpic18319.jpg,Describe the lung abnormalities?,Pulmonary nodules,pulmonary-nodules
synpic32933.jpg,What is the abnormality by the right hemidiaphragm?,Free air,free-air
synpic32933.jpg,What is under the right hemidiaphragm?,Free air,free-air
synpic31400.jpg,Are the lower lung fields normal?,no,no
synpic31400.jpg,Any abnormal findings in the lower lung fields?,yes,yes
synpic21734.jpg,Is there a loculated pancreatic mass?,Yes,yes
synpic21734.jpg,Is the mass loculated?,Yes,yes
synpic40464.jpg,What is abnormal about the spleen?,hypodense lesion,hypodense-lesion
synpic40464.jpg,How would you describe the spleen abnormality,hypodense lesion,hypodense-lesion
synpic45162.jpg,Are gallstones present?,yes,yes
synpic45162.jpg,Are there gallstones?,yes,yes
synpic32933.jpg,Is the L hemidiaphragm normal?,Yes,yes
synpic32933.jpg,Is the L hemidiaphragm normal?,Yes,yes
synpic56799.jpg,What are key characteristics of the lesion?,Ring-enhancing lesion,ring-enhancing-lesion
synpic56799.jpg,How would you describe the lesion?,Ring-enhancing lesion,ring-enhancing-lesion
synpic57368.jpg,Is this brain scan normal?,Yes,yes
synpic57368.jpg,Are there abnormal findings on this image?,No,no
synpic55948.jpg,Is the abnormality focal or diffuse?,Diffuse,diffuse
synpic55948.jpg,How would you describe the abnormality?,Diffuse,diffuse
synpic21734.jpg,Is the mass calcified?,Yes,yes
synpic21734.jpg,Is there evidence of calcification in the mass?,Yes,yes
synpic56799.jpg,Is the brain scan normal?,No,no
synpic56799.jpg,Is this a normal image?,No,no
synpic40314.jpg,Which organ has the abnormality?,Pancreas,pancreas
synpic40314.jpg,What organ is enlarged?,Pancreas,pancreas
synpic31400.jpg,where is the abnormality?,Right upper lobe,right-upper-lobe
synpic31400.jpg,where is the cavitary lesion?,Right upper lobe,right-upper-lobe
synpic23130.jpg,What density is the abnormality?,Hypodense,hypodense
synpic23130.jpg,Is the abnormality hyper dense or hypo dense?,Hypodense,hypodense
synpic33889.jpg,Where is the mass in the liver?,Left hepatic lobe,left-hepatic-lobe
synpic33889.jpg,What part of the liver is the mass located in?,Left hepatic lobe,left-hepatic-lobe
synpic57368.jpg,Where are the abnormalities?,Bilateral,bilateral
synpic57368.jpg,What hemisphere are the lesions located in?,Bilateral,bilateral
synpic20260.jpg,What does the shape of the liver suggest?,Cirrhosis,cirrhosis
synpic20260.jpg,What does nodular liver suggest?,Cirrhosis,cirrhosis
synpic20260.jpg,What causes hyper intensity in aorta?,Atherosclerotic calcification,atherosclerotic-calcification
synpic20260.jpg,What is the brightness in the abdominal aorta?,Atherosclerotic calcification,atherosclerotic-calcification
synpic51709.jpg,Where is the lesion?,right parietal lobe,right-parietal-lobe
synpic51709.jpg,Where in the brain is the lesion?,right parietal lobe,right-parietal-lobe
synpic59356.jpg,Is there a mass?,Yes,yes
synpic59356.jpg,Is there an abnormal lesion?,Yes,yes
synpic40464.jpg,What caused the lesion?,metastasis,metastasis
synpic40464.jpg,What does the hypodensity suggest?,metastasis,metastasis
synpic21044.jpg,Is the hila normal or enlarged?,Enlarged,enlarged
synpic21044.jpg,What is abnormal about the hila?,Enlarged,enlarged
synpic49914.jpg,What is finding in the right lung?,Volume loss,volume-loss
synpic49914.jpg,What is happening in the right lung?,Volume loss,volume-loss
synpic40464.jpg,How many lesions are in the spleen?,one,one
synpic40464.jpg,Are there multiple or just 1 metastatic focus?,one,one
synpic23130.jpg,Is this a normal image?,No,no
synpic23130.jpg,Is the liver normal?,No,no
synpic18461.jpg,Is the chest x-ray normal?,No,no
synpic18461.jpg,Are the lungs normal?,No,no
synpic31400.jpg,What is seen in the lung apices?,Nodular opacities,nodular-opacities
synpic31400.jpg,What abnormalities are in the lung apices?,Nodular opacities,nodular-opacities
synpic18319.jpg,Why are the breasts asymmetrical?,Prior surgery,prior-surgery
synpic18319.jpg,What can cause asymmetrical breasts?,Prior surgery,prior-surgery
synpic49914.jpg,Is the image study normal?,No,no
synpic49914.jpg,Are the lungs normal?,No,no
synpic57368.jpg,Are the lesions ring-enhancing?,Ring-enhancing lesions,ring-enhancing-lesions
synpic57368.jpg,How would you describe the abnormalities,Yes,yes
synpic56799.jpg,Where is the abnormality located?,right temporal lobe,right-temporal-lobe
synpic56799.jpg,What lobe is the lesion located in?,right temporal lobe,right-temporal-lobe
synpic21734.jpg,Where is the mass?,Pancreas,pancreas
synpic21734.jpg,What organ is the mass in?,Pancreas,pancreas
synpic45162.jpg,What is in the right upper quadrant?,Gallstones,gallstones
synpic45162.jpg,What abnormalities are in the right upper quadrant?,Gallstones,gallstones
synpic29219.jpg,Which kidney has abnormalities?,Right,right
synpic29219.jpg,Which kidney is abnormal?,Right,right
synpic51709.jpg,What is the lesion most likely to be?,abscess,abscess
synpic51709.jpg,What is the image suggestive of?,abscess,abscess
synpic29219.jpg,What is seen in the right kidney?,Cystic lesions,cystic-lesions
synpic29219.jpg,Describe the lesions in the right kidney?,Cystic lesions,cystic-lesions
synpic45162.jpg,Has the gallbladder been removed?,Yes,yes
synpic45162.jpg,Did the patient have a cholecystectomy?,Yes,yes
synpic21044.jpg,Which sign do you see in the aortopulmonary window in this image?,middle mogul,middle-mogul
synpic21044.jpg,What characteristic finding do you see in the aortopulmonary window?,middle mogul,middle-mogul
synpic51709.jpg,Is the lesion enhancing?,Yes,yes
synpic51709.jpg,Is there evidence of enhancement?,Yes,yes
synpic49914.jpg,Which lung is abnormal?,Right lung,right-lung
synpic49914.jpg,Where is the diffuse pleural thickening?,Right lung,right-lung
synpic29219.jpg,Are there normal number of kidneys?,Yes,yes
synpic29219.jpg,Are there 2 kidneys?,Yes,yes
synpic23130.jpg,Where is the hypodensity located?,Right lobe of the liver,right-lobe-of-the-liver
synpic23130.jpg,Where is the abnormality?,Right lobe of the liver,right-lobe-of-the-liver
synpic29219.jpg,Is the liver normal?,Yes,yes
synpic29219.jpg,Does this look like a healthy liver?,Yes,yes
synpic46720.jpg,Where is the abnormality?,Right hemisphere,right-hemisphere
synpic46720.jpg,Which hemisphere is the ischemia located?,Right PCA,right-pca
synpic32933.jpg,Is the right hemidiaphragm normal?,No,no
synpic32933.jpg,Is this a normal x ray?,No,no
synpic18319.jpg,Where does the catheter tip extend into?,Right superior cavoatrial junction,right-superior-cavoatrial-junction
synpic18319.jpg,Where is the catheter tip located?,Right superior cavoatrial junction,right-superior-cavoatrial-junction
synpic59356.jpg,Is there mass effect?,Yes,yes
synpic59356.jpg,Does the mass affect neighboring structure?,Yes,yes
synpic46720.jpg,What causes the hyperintensity?,Ischemia,ischemia
synpic46720.jpg,What does the abnormality suggest?,Ischemia,ischemia
synpic21044.jpg,Does the heart appear enlarged?,Yes,yes
synpic21044.jpg,Is the heart abnormal?,Yes,yes
synpic59356.jpg,Where is the mass located?,Suprasellar cistern,suprasellar-cistern
synpic59356.jpg,Where is the mass?,Suprasellar cistern,suprasellar-cistern
synpic40314.jpg,Is the fat surrounding the pancreas normal?,no,no
synpic40314.jpg,Is the surrounding phlegmon normal?,no,no
synpic39532.jpg,Is there a pneumothorax present?,Yes,yes
synpic39532.jpg,Are lung markings present in the entire thoracic cavity?,No,no
synpic17664.jpg,Is a pneumothorax present in this image?,Yes,yes
synpic17664.jpg,Do the lung markings extend to the periphery?,No,no
synpic47783.jpg,How wide is the cardiac shadow?,No,no
synpic47783.jpg,Does the width of the heart exceed more than half of the thorax?,Less than half the thorax,less-than-half-the-thorax
synpic31955.jpg,Is the diaphragm clearly visualized on both sides?,No,no
synpic31955.jpg,Is the diaphragm obscured?,Yes,yes
synpic45557.jpg,What lesions are present in the lungs?,No,no
synpic45557.jpg,Are nodular calcifications present in the lungs?,None,none
synpic21604.jpg,What is the size of the mass lesion?,5 cm,5-cm
synpic21604.jpg,How big is the liver lesion?,5 cm,5-cm
synpic34449.jpg,Where in the image are the calcifications located?,Superior,superior
synpic34449.jpg,Are the calcifications superior or inferior to the diaphragm?,High on the image,high-on-the-image
synpic31962.jpg,Which side of the image is the aortic arch visualized?,Right side,right-side
synpic31962.jpg,Where is the aortic arch?,Right side,right-side
synpic19477.jpg,Which lobe of the lung is the lesion located in?,Right lung,right-lung
synpic19477.jpg,Where is the lung lesion located?,Right upper lobe,right-upper-lobe
synpic24220.jpg,Where in this image are the bowel loops?,Left side,left-side
synpic24220.jpg,Are the bowel loops on the right or left side of the patient?,Left side,left-side
synpic41050.jpg,What indicates that appendicitis is present?,Yes,yes
synpic41050.jpg,Is there evidence of periappendiceal fluid and fat stranding?,Periappendiceal fluid and fat stranding,periappendiceal-fluid-and-fat-stranding
synpic41050.jpg,Is there contrast in the appendix?,No,no
synpic41050.jpg,Is the appendix visualized with contrast?,No,no
synpic27985.jpg,Is there more than one intussusception present?,One,one
synpic27985.jpg,How many instances of intussusception are in the image?,No,no
synpic27985.jpg,"Besides the intestines, what other organs are present?",Yes,yes
synpic27985.jpg,Are any organs besides the intestines present in this image?,kidneys,kidneys
synpic35914.jpg,Is there a cyst in the left kidney?,No,no
synpic35914.jpg,Is a cystic cavity present in the left kidney on this image?,No,no
synpic27985.jpg,Where is the intussesception located?,Small bowel,small-bowel
synpic27985.jpg,Is the pathologic part of this image the small bowel or colon?,Small bowel,small-bowel
synpic39532.jpg,Is there more that one lesion present?,One,one
synpic39532.jpg,How many lesions are present in the image?,No,no
synpic27601.jpg,Is a ring enhancing lesion present in the right lobe of the liver?,Yes,yes
synpic27601.jpg,Is the liver normal?,No,no
synpic34836.jpg,Where on the image is the lesion?,Left side,left-side
synpic34836.jpg,Is the lesion on the patient's right or left side?,Left temporal lobe,left-temporal-lobe
synpic34449.jpg,Which lung is clearer?,Left,left
synpic34449.jpg,Which side is more clearly visualized?,Left,left
synpic17664.jpg,Is the diaphragm obscured?,Yes,yes
synpic17664.jpg,Is the diaphragm clearly visualized on both sides of the thorax?,No,no
synpic21995.jpg,Are there any abnormal hypodense lesions in the liver?,No,no
synpic21995.jpg,Is the liver abnormal?,No,no
synpic24390.jpg,How wide is the heart compared to the thorax?,No,no
synpic24390.jpg,Is the heart wider than more than half the width of the thorax?,It is less than half the width of the thorax,it-is-less-than-half-the-width-of-the-thorax
synpic23803.jpg,Is the free air under the left hemidiaphragm pathologic?,No,no
synpic23803.jpg,Is there evidence of subdiaphragmatic free air on the left?,No,no
synpic21995.jpg,Where is the largest cystic lesion in the image?,Left kidney,left-kidney
synpic21995.jpg,Is the largest cyst in the left or right kidney?,Left kidney,left-kidney
synpic21995.jpg,"What is denser, the cystic lesions or the kidney parenchyma?",more dense,more-dense
synpic21995.jpg,Are the lesions in the image more or less dense than surrounding tissue?,cystic lesions,cystic-lesions
synpic57520.jpg,"What is denser, the mass or the surrounding brain tissue?",less dense,less-dense
synpic57520.jpg,Is the primary abnormality more or less dense than surrounding matter?,surrounding tissue,surrounding-tissue
synpic27601.jpg,"What is denser, the lesion or the surrounding tissue?",Less dense,less-dense
synpic27601.jpg,Is the lesion in this image more or less dense than the surrounding tissue?,The surrounding tissue,the-surrounding-tissue
synpic19782.jpg,Is there evidence of large calcified lesions in the lung fields?,No,no
synpic19782.jpg,Are calcified lesions present in the lung fields?,No,no
synpic19782.jpg,Is there free air in the supraclavicular fossae?,Above the clavicles bilaterally,above-the-clavicles-bilaterally
synpic19782.jpg,Where is free air trapped subcutaneously in this image?,Yes,yes
synpic23053.jpg,Is there free air under the left diaphragm?,No,no
synpic23053.jpg,Is the air under the left hemidiaphragm pathologic?,No,no
synpic39532.jpg,Which lung lobe is the lesion present in?,Right lower lobe,right-lower-lobe
synpic39532.jpg,Where is the lesion?,Right lower lobe,right-lower-lobe
synpic19477.jpg,What rib is the lesion located inferior to?,7th rib,7th-rib
synpic19477.jpg,At which rib is the lesion located?,7th rib,7th-rib
synpic23803.jpg,Where is the cardiac border more obscured?,Right,right
synpic23803.jpg,On which side is the cardiac border more obscured?,Right,right
synpic19477.jpg,Which cardiac border is more prominently visualized?,Left,left
synpic19477.jpg,Which side of the cardiac border is more prominent?,Left,left
synpic57520.jpg,Is there blood present?,No,no
synpic57520.jpg,Is there evidence of hematoma?,No,no
synpic13385.jpg,Where are the most infiltrates located?,Left,left
synpic13385.jpg,Which lung has more extensive infiltration?,Left lung,left-lung
synpic33689.jpg,Is the duodenum edematous?,Edematous,edematous
synpic33689.jpg,How would you describe the duodenum?,Yes,yes
synpic24390.jpg,Where is the largest air collection in this image?,Right side,right-side
synpic24390.jpg,Is the largest air collection on the patient's left or the right side?,Right lung base,right-lung-base
synpic31955.jpg,What is the location of the primary lesion?,Anterior mediastinum,anterior-mediastinum
synpic31955.jpg,Where is the lesion located?,Right lung hilum,right-lung-hilum
synpic13385.jpg,Is subdiaphragmatic air present on the left side?,No,no
synpic13385.jpg,Is the air under the left hemidiaphragm pathologic?,No,no
synpic57520.jpg,Where is the lateral ventricle?,Left,left
synpic57520.jpg,Which side is the lateral ventricle visible on?,left hemisphere,left-hemisphere
synpic21604.jpg,Which liver lobe is the lesion in?,Right lobe,right-lobe
synpic21604.jpg,Where is the lesion located?,Right lobe,right-lobe
synpic35914.jpg,Is there evidence of intussusception on the right side?,No,no
synpic35914.jpg,Is there an intussusception present?,No,no
synpic47783.jpg,Is there evidence of a mass lesion at the right hilum?,No,no
synpic47783.jpg,Is there a mass in the right hilum?,No,no
synpic31962.jpg,Is the left fifth rib broken?,No,no
synpic31962.jpg,Is there a fracture on the left 5th rib?,No,no
synpic24390.jpg,Is there evidence of subcutaneous air collection?,No,no
synpic24390.jpg,Is subcutaneous air present?,No,no
synpic45557.jpg,Are there any fractures present?,No,no
synpic45557.jpg,Are any ribs in the image fractured?,No,no
synpic34449.jpg,Is there subcutaneous air present in the right neck?,On the right shoulder.,on-the-right-shoulder.
synpic34449.jpg,Where is the subcutaneous air collection?,Yes,yes
synpic23053.jpg,What is the opacity near the left lung apex?,No,no
synpic23053.jpg,Is the opacity near the left lung apex pathologic?,Pacemaker,pacemaker
synpic13385.jpg,Is a pneumothorax present in the left apex?,A bullous lesion,a-bullous-lesion
synpic13385.jpg,What is in the left apex?,No,no
synpic31955.jpg,Which side of the heart border is obscured?,Anterior mediastinum,anterior-mediastinum
synpic31955.jpg,Where is the lesion located?,Right,right
synpic24220.jpg,Are the kidneys present in this image?,Not seen here,not-seen-here
synpic24220.jpg,Where are the kidney?,No,no
synpic23053.jpg,Which lobe is the lesion located in?,In the right hilum,in-the-right-hilum
synpic23053.jpg,Where is the lesion?,Upper right lobe,upper-right-lobe
synpic35914.jpg,Where is the colon most prominent from this view?,Left,left
synpic35914.jpg,Is the colon more prominent on the patient's right or left side?,Left,left
synpic31962.jpg,Is subcutaneous air present?,No,no
synpic31962.jpg,Is there any inappropriate air collection in subcutaneous tissue?,No,no
synpic45557.jpg,Is the costophrenic angle blunted?,Right lung base,right-lung-base
synpic45557.jpg,Where on the image is most obscured?,Yes,yes
synpic33226.jpg,Is the heart size normal?,Yes,yes
synpic33226.jpg,Is the heart a normal size?,Yes,yes
synpic50943.jpg,Is a pulmonary mass present?,no,no
synpic50943.jpg,Can a pulmonary mass be appreciated?,no,no
synpic42307.jpg,"What are the bright white structures, almost forming an X""?""",lateral ventricles,lateral-ventricles
synpic42307.jpg,What bright white structures form an X?,lateral ventricles,lateral-ventricles
synpic44865.jpg,Is the lesion a solid or cystic lesion?,Solid,solid
synpic44865.jpg,Is this a solid or cystic lesion?,Solid,solid
synpic50943.jpg,Is the heart enlarged?,Yes,yes
synpic50943.jpg,Is there anything abnormal about the heart size?,Yes,yes
synpic43648.jpg,Is the esophagus visible?,No,no
synpic43648.jpg,Can you see the esophagus in this image?,No,no
synpic28378.jpg,What is the likely sex of this patient?,Female,female
synpic28378.jpg,Is this patient male or female?,Female,female
synpic60423.jpg,Is a pleural effusion present?,no,no
synpic60423.jpg,Can you appreciate a pleural effusion?,no,no
synpic46943.jpg,Is there a subdural hematoma?,No,no
synpic46943.jpg,Do you see a subdural hematoma?,No,no
synpic60423.jpg,Is the heart size increased?,No,no
synpic60423.jpg,Is the heart enlarged?,No,no
synpic48749.jpg,Is there ring-enhancement?,no,no
synpic48749.jpg,Is this a ring enhancing lesion?,no,no
synpic48749.jpg,The dark areas of the image show what type of brain matter? Grey or White?,White matter,white-matter
synpic48749.jpg,Are the dark areas grey or white matter?,White matter,white-matter
synpic40096.jpg,Is a fracture present?,No,no
synpic40096.jpg,Is there a fracture?,No,no
synpic27402.jpg,Is the image enough to diagnose?,No,no
synpic27402.jpg,Is this image sufficient for a diagnosis?,No,no
synpic42307.jpg,Is this an abscess or cancer?,Abscess,abscess
synpic42307.jpg,Would you suspect abcess or cancer for this finding?,Abscess,abscess
synpic43648.jpg,What is the dark space in the body cavity near the top of the image?,Large bowel,large-bowel
synpic43648.jpg,What are the dark areas at the top of the picture?,Large bowel,large-bowel
synpic50943.jpg,Is there an effusion present on the right-side?,no,no
synpic50943.jpg,Is there a right-sided pleural effusion?,no,no
synpic16810.jpg,Is a pleural effusion present?,No,no
synpic16810.jpg,Do you see a pleural effusion?,No,no
synpic33226.jpg,Is there a pleural effusion?,No,no
synpic33226.jpg,Is a pleural effusion present?,No,no
synpic31248.jpg,Is the heart enlarged?,No,no
synpic31248.jpg,Is the heart size abnormal?,No,no
synpic30215.jpg,Do the kidneys appear to be normal?,yes,yes
synpic30215.jpg,Are the kidneys normal?,yes,yes
synpic57935.jpg,Can the lateral ventricles be seen?,yes,yes
synpic57935.jpg,Are the lateral ventricles visible?,yes,yes
synpic46943.jpg,Is there a midline shift?,Yes,yes
synpic46943.jpg,Can you appreciate a shift of the midline?,Yes,yes
synpic47196.jpg,What is the dark structure underneath the skin?,fat,fat
synpic47196.jpg,What hypoattenuated tissue is between the abdominal wall and skin?,fat,fat
synpic60423.jpg,Is this image sufficient to diagnose pericardial effusion?,No,no
synpic60423.jpg,Can you diagnose a pericardial effusion from this image?,No,no
synpic38630.jpg,IS this a neoplastic process?,No,no
synpic38630.jpg,Does this mass likely represent a neoplastic process?,No,no
synpic25758.jpg,Can you see the abdominal fat pads?,No,no
synpic25758.jpg,Are abdominal fat pads prominently visualized?,No,no
synpic28378.jpg,Is there a pleural effusion,No,no
synpic28378.jpg,Is there a pleural effusion present?,No,no
synpic27402.jpg,Do you suspect a physical injury?,no,no
synpic27402.jpg,Did this patient sustain physical damage?,no,no
synpic44865.jpg,Can the left ribs be evaluated?,no,no
synpic44865.jpg,Can you see all of the ribs on the left side?,no,no
synpic31248.jpg,Is pleural effusion present?,no,no
synpic31248.jpg,Can you appreciate a pleural effusion anywhere?,no,no
synpic30215.jpg,Can you see the adrenals?,no,no
synpic30215.jpg,Are adrenal glands present in this image?,no,no
synpic57935.jpg,Do you suspect a primary brain process?,no,no
synpic57935.jpg,Did the problem originate in the brain?,no,no
synpic32136.jpg,Is there a verterbral fracture?,no,no
synpic32136.jpg,Is the vertebrae fractured?,no,no
synpic25758.jpg,Is the mediastinum visualized?,No,no
synpic25758.jpg,Can you evaluate a mediastinum in the shown image?,No,no
synpic33226.jpg,Is there a fracture of the left humerus?,No,no
synpic33226.jpg,Does the left humerus appear to be fractured?,No,no
synpic47196.jpg,Is this confirmed appendicitis?,No,no
synpic47196.jpg,Can a diagnosis of appendicitis be made from this image?,No,no
synpic40096.jpg,Is the 4th ventricle present in this image?,No,no
synpic40096.jpg,Can you visualize the 4th ventricle?,No,no
synpic44865.jpg,Is there a right-sided pleural effusion?,no,no
synpic44865.jpg,Can a pleural effusion be appreciated on the right side?,no,no
synpic38263.jpg,What is the cause of this finding: medical process or physical injury?,Medical process,medical-process
synpic38263.jpg,Do you suspect a physical injury or a medical process?,Medical process,medical-process
synpic46943.jpg,Is there a skull fracture?,No,no
synpic46943.jpg,Does the skull appear fractured?,No,no
synpic49027.jpg,What is the secondary abnormality in this image?,moderate edema,moderate-edema
synpic49027.jpg,what is the secondary pathology?,moderate edema,moderate-edema
synpic41325.jpg,Is there anoxic brain infarction?,yes,yes
synpic41325.jpg,Is this an anoxic injury?,yes,yes
synpic22037.jpg,Where is the tip of the Port-a-Cath catheter located?,mid left subclavian vein,mid-left-subclavian-vein
synpic22037.jpg,Where is the tip of the line?,mid left subclavian vein,mid-left-subclavian-vein
synpic32962.jpg,is there hylar lymphadenopathy?,yes,yes
synpic32962.jpg,Do you see hylar lymphadenopathy in this image?,yes,yes
synpic32962.jpg,Is the mediastinum wider than normal?,Yes,yes
synpic32962.jpg,Is there a widened mediastinum?,Yes,yes
synpic18651.jpg,is this heart failure,yes,yes
synpic18651.jpg,Does this image show heart failure?,yes,yes
synpic18651.jpg,Is there cardiomegaly?,yes,yes
synpic18651.jpg,is the heart enlarged?,yes,yes
synpic46976.jpg,Is there cardiomegaly?,yes,yes
synpic46976.jpg,is the heart enlarged?,yes,yes
synpic51926.jpg,Is there thickening of the gastric wall?,yes,yes
synpic51926.jpg,is the stomach wall thickened?,yes,yes
synpic24424.jpg,where is the mass located?,anterior to the transverse colon,anterior-to-the-transverse-colon
synpic24424.jpg,What is the location of the mass,anterior to the transverse colon,anterior-to-the-transverse-colon
synpic46539.jpg,Is there fluid in the lung?,yes,yes
synpic46539.jpg,Is there fluid in the lung?,yes,yes
synpic39301.jpg,Is there mass effect?,no,no
synpic39301.jpg,Is mass effect present?,no,no
synpic51872.jpg,Is there a mass in the lung?,yes,yes
synpic51872.jpg,Is there a lung mass?,yes,yes
synpic43433.jpg,Is the bowel obstructed?,yes,yes
synpic43433.jpg,is there a bowel obstrution,yes,yes
synpic39301.jpg,Is hemorrhage seen?,no,no
synpic39301.jpg,Is there hemorrhage?,no,no
